Text,Income,Credit_Score,Rating,Loan_Amount,DTI_Ratio,Employment_Status,Approval
I need a loan to start a small business.,143656,717,Good,26188,11.17,1,1
I need financial assistance to buy farm equipment for my agricultural business.,112058,465,Poor,31063,12.65,1,0
I need a loan to develop and launch my mobile app startup.,67443,479,Poor,11159,61.45,0,0
I want to consolidate my credit card debts into one manageable payment.,160522,584,Fair,43826,22.35,1,1
I want to start a mobile pet grooming service and need funds for supplies.,70490,666,Fair,39735,63.43,0,0
I need funds to pay for my daughter's college tuition.,20337,579,Poor,1639,54.31,0,0
I need money to invest in stock trading and portfolio building.,178686,418,Poor,98786,11.17,1,0
I need a loan to pay for an international vacation with my family.,84559,655,Fair,4893,57.61,0,0
I need a loan to install a security system at home.,103541,753,Very Good,22591,14.05,1,1
I need a loan to start a small business.,134473,596,Fair,84827,9.45,0,0
I need a loan to buy a truck and start a moving business.,165889,341,Poor,122729,26.67,1,0
"I need a loan for home renovation, including a kitchen remodel.",53456,317,Poor,2555,18.28,0,0
I want to make home improvements like installing solar panels.,183069,594,Fair,64592,14.52,0,0
I need money to purchase updated equipment for my photography business.,180763,640,Fair,134834,7.34,1,0
I need a loan to cover moving expenses after being transferred to another city.,95474,780,Very Good,54738,43.38,0,0
I need a loan to pay for a digital marketing course to grow my business.,184838,431,Poor,10545,22.23,1,0
I need money to cover unexpected medical expenses from surgery.,121063,527,Poor,66237,22.77,1,0
I want to invest in a rental property as a source of passive income.,141807,418,Poor,20124,34.38,1,0
I need a loan to pay off overdue electricity and water bills.,193186,755,Very Good,63796,11.09,0,0
I want to consolidate my credit card debts into one manageable payment.,103607,639,Fair,43357,39.78,0,0
I need financial support to pay for my son's football training program.,117538,613,Fair,72399,5.42,0,0
I need financial support for medical treatment abroad.,170972,300,Poor,113702,18.99,1,0
I need money to purchase a food truck and start my own business.,114184,456,Poor,80657,34.21,0,0
I want to consolidate my credit card debts into one manageable payment.,118897,368,Poor,51922,6.88,0,0
I want to buy a car for my rideshare business on Uber.,140507,546,Poor,60290,14.45,0,0
I need a loan to pay for my son's medical treatment and therapy.,136405,344,Poor,53307,7.65,0,0
I need a loan to develop and launch my mobile app startup.,136433,724,Good,30185,8.14,0,0
I want to expand my small online clothing store.,98339,359,Poor,47886,14.41,1,0
I need money to cover unexpected medical expenses from surgery.,154225,587,Fair,63771,11.5,0,0
I need a loan to buy a motorcycle for daily transportation.,187810,707,Good,71609,12.98,0,0
I need financial help to cover unexpected veterinary bills for my pet.,150782,484,Poor,106212,17.36,1,0
I need financial help to install a swimming pool in my backyard.,93920,488,Poor,19459,22.1,0,0
I need money to cover adoption fees and related expenses.,75729,608,Fair,1312,50.94,1,0
I need funds to upgrade my computer and buy software for freelance work.,40975,765,Very Good,11086,32.36,1,1
I need money to buy new tools and materials for my woodworking business.,109655,552,Poor,79689,28.37,1,0
I want to pay off my payday loans and switch to a lower-interest option.,160136,646,Fair,61101,16.03,0,0
"I need a loan for home renovation, including a kitchen remodel.",120708,478,Poor,74806,31.23,0,0
I want to consolidate my credit card debts into one manageable payment.,62507,584,Fair,25177,25.25,0,0
I need a loan to relocate to a new city after getting a job offer.,82694,518,Poor,44067,23.61,1,0
I need a loan to support my side business selling handmade candles.,197119,598,Fair,48522,14.47,1,1
I need a loan to cover emergency expenses after a natural disaster.,104451,850,Excellent,69860,13.53,0,0
I need a loan to pay off overdue electricity and water bills.,32082,586,Fair,5581,19.72,0,0
I need financial support to open a daycare center in my neighborhood.,68187,392,Poor,11350,49.87,1,0
I need a loan to buy a truck and start a moving business.,97461,460,Poor,19197,45.49,1,0
"I need a loan for home renovation, including a kitchen remodel.",99176,389,Poor,61818,31.95,1,0
I need financial assistance to buy farm equipment for my agricultural business.,114157,546,Poor,24080,38.27,0,0
I need money to open a small bookstore and café.,178367,514,Poor,2298,20.25,0,0
I need a loan to pay off overdue electricity and water bills.,53083,663,Fair,15119,13.49,1,1
I want to invest in a rental property as a source of passive income.,173713,460,Poor,12837,21.75,0,0
I need financial help to install a swimming pool in my backyard.,113924,307,Poor,20821,15.03,1,0
I want to buy a car for my rideshare business on Uber.,44961,349,Poor,16686,26.61,1,0
I need a loan to repair my car after an accident.,117955,531,Poor,80193,31.43,0,0
I need a loan to cover emergency expenses after a natural disaster.,178257,363,Poor,16239,2.88,1,0
I need financial support for medical treatment abroad.,172506,649,Fair,27070,19.25,0,0
I need a loan to develop and launch my mobile app startup.,68288,648,Fair,47893,43.46,0,0
I need a loan to start a small business.,137832,446,Poor,1061,14.42,0,0
I want to purchase land to start an organic farming venture.,76936,439,Poor,6429,26.46,0,0
I want to start a small roadside food stall and need funds for equipment.,142021,847,Excellent,38337,7.0,0,0
I need money to open a small bookstore and café.,95923,751,Very Good,33120,24.88,0,0
I want to consolidate my credit card debts into one manageable payment.,51003,602,Fair,13832,55.13,1,0
I need a loan to cover emergency expenses after a natural disaster.,195657,762,Very Good,113173,19.27,0,0
I need funds to expand my home-based bakery to a physical store.,109124,359,Poor,24172,25.28,0,0
I want to buy a car for my rideshare business on Uber.,37536,428,Poor,26682,17.95,1,0
I need money to invest in a franchise business opportunity.,193586,375,Poor,16695,23.74,1,0
I want to invest in livestock to start a small dairy farm.,84462,370,Poor,15926,58.31,0,0
I need a loan to build a website and market my freelance services.,184118,752,Very Good,102287,3.57,0,0
I need funds to expand my home-based bakery to a physical store.,73607,643,Fair,9879,28.7,1,1
I need money to publish and market my self-written book.,116373,724,Good,66271,16.72,1,1
I need a loan to cover emergency expenses after a natural disaster.,94990,455,Poor,41837,47.09,1,0
I need money to pay for a vocational training course in plumbing.,169369,850,Excellent,39929,24.8,1,1
I need money to purchase updated equipment for my photography business.,74310,446,Poor,29662,29.63,0,0
I want to start a local transportation service and need funds for a van.,119640,689,Good,28353,37.74,1,1
I need a loan to build a website and market my freelance services.,160344,564,Poor,65341,7.34,1,1
I need financial support to pay for my son's football training program.,128195,650,Fair,10381,33.05,0,0
I need money to cover funeral expenses for a loved one.,157309,442,Poor,13353,4.9,1,0
I need funds to upgrade my computer and buy software for freelance work.,194928,331,Poor,93562,15.6,1,0
I need funds to expand my home-based bakery to a physical store.,123001,599,Fair,57502,13.87,0,0
I need a loan to pay off overdue electricity and water bills.,116678,365,Poor,64943,12.4,1,0
I need funds to upgrade my computer and buy software for freelance work.,102817,653,Fair,33624,18.92,0,0
I need a loan to pay for a much-needed vacation after years of saving.,196328,701,Good,102162,13.03,0,0
I need money to invest in a franchise business opportunity.,88204,841,Excellent,68018,38.46,0,0
I need funds to expand my home-based bakery to a physical store.,61875,468,Poor,38863,37.6,0,0
I need a loan to pay for my son's medical treatment and therapy.,51539,322,Poor,27659,48.72,1,0
I want to pay off my payday loans and switch to a lower-interest option.,120421,846,Excellent,15399,22.32,1,1
"I need financial help to cover wedding expenses, including the venue and catering.",130546,429,Poor,55773,26.28,0,0
I need money to cover adoption fees and related expenses.,176572,536,Poor,6710,14.69,0,0
I need a loan to repair my car after an accident.,87476,575,Poor,10561,16.09,1,1
I need a loan to pay for an international vacation with my family.,98947,747,Very Good,49660,48.55,1,1
I need financial support for medical treatment abroad.,58625,500,Poor,33337,41.25,0,0
I need a loan to start a small business.,95202,653,Fair,75348,39.17,0,0
I need money to cover unexpected legal expenses related to a dispute.,117931,419,Poor,39182,33.12,1,0
I need funds to enroll in a professional certification program.,96704,763,Very Good,19876,42.82,1,1
I need a loan to install a security system at home.,136577,459,Poor,75368,6.35,0,0
I want to consolidate my credit card debts into one manageable payment.,123658,501,Poor,83593,25.61,1,0
I need money to cover unexpected legal expenses related to a dispute.,156372,736,Good,1569,11.6,1,1
I want to expand my small online clothing store.,56259,455,Poor,4211,12.04,0,0
I want to start a local transportation service and need funds for a van.,90365,429,Poor,34177,33.65,1,0
I need money to cover funeral expenses for a loved one.,75709,733,Good,45282,45.67,0,0
I need money to cover unexpected medical expenses from surgery.,153564,470,Poor,80331,26.31,0,0
I need financial support to pay for my son's football training program.,187283,387,Poor,100926,9.91,1,0
I need money to buy new tools and materials for my woodworking business.,187802,559,Poor,75983,23.83,0,0
I need a loan to pay for an international vacation with my family.,69229,449,Poor,41739,31.98,0,0
I need funds to enroll in a professional certification program.,167829,520,Poor,14085,17.59,1,0
I need money to purchase updated equipment for my photography business.,48385,639,Fair,26657,49.85,1,1
I need money to purchase specialized tools for my auto repair shop.,110434,843,Excellent,8866,42.64,1,1
I need a loan to repair my car after an accident.,157343,821,Excellent,84744,27.21,1,1
I need a loan to pay for a digital marketing course to grow my business.,86920,369,Poor,37942,10.37,1,0
I need money to start a home-based catering business.,83436,365,Poor,54171,33.37,0,0
I need money to publish and market my self-written book.,109110,377,Poor,44276,17.41,1,0
I need a loan to upgrade my small music studio with better equipment.,186279,405,Poor,136017,12.34,1,0
I need a loan to build a website and market my freelance services.,101341,769,Very Good,47171,25.61,1,1
I need funds to buy new furniture and appliances for my house.,31026,312,Poor,14215,37.89,0,0
I need money to open a small bookstore and café.,93880,758,Very Good,64839,13.0,0,0
I want to start a small roadside food stall and need funds for equipment.,192243,405,Poor,139180,16.4,1,0
I need a loan to build a website and market my freelance services.,46956,746,Very Good,7992,23.68,0,0
I need a loan to upgrade my small music studio with better equipment.,122042,734,Good,56364,31.88,1,1
I need a loan to cover emergency expenses after a natural disaster.,169094,781,Very Good,115960,17.89,0,0
